time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-7.220015277743028e-07,-3.331991973430227e-08,10.003796657287062,6.2831397804525935,0.0005518741186696374,0.0,-5.8025521713736314e-05,-3.4747006036961532e-06,0.12654884414235168,-0.002321374995151161,0.023134159197544142,0.0,444.51006996077564,446.40142411304095,445.12585974692183,444.93590221738623
0.12000000000000001,-2.158293230380121e-05,-1.6145380912688923e-06,10.015254496734688,6.283164480581565,0.0015819437968858097,0.0,-0.0007700652630627156,-5.47948386604467e-05,0.2553582453763801,0.00538346753243305,0.0012419847107449063,0.0,446.3310932668071,444.5410605164931,446.19891778703186,446.8273666422306
0.18,-0.00010086324319764015,-3.7159021451683164e-06,10.033703041154203,0.0006402400485150395,0.0014619270490578984,0.0,-0.0018712087190538456,3.7177048983446246e-05,0.35956553145678716,0.020405797807379493,-0.009435339308034738,0.0,438.49765536495755,437.60996238012467,437.9567542228724,439.2041352713071
0.23999999999999996,-0.00024346942218064383,1.8388741079365237e-05,10.060027069794845,0.0022305398979911573,0.0007774931335502444,0.0,-0.0028134305987709113,0.0008576962562548184,0.5178430243491685,0.03653421945315269,-0.01567547388454761,0.0,454.71778091413296,454.2178224183498,455.23723243586085,456.52587877005857
0.3,-0.0004265222124215803,0.0001273375103653881,10.095160966694325,0.0046335396399515005,0.0006162187071820924,0.0,-0.0032377723320283335,0.0030209984191590837,0.6532180116492403,0.04628717814874081,0.015294899850578842,0.0,446.1707540968554,448.6918008406103,448.739757664449,449.5314389974972
0.36000000000000004,-0.0006360015319421226,0.0004087595589817971,10.136156496881679,0.0070419394310672345,0.0013273244348708246,0.0,-0.0038241441883272564,0.006612840343076073,0.7132622400145454,0.023536078733125347,0.0038796936350952104,0.0,426.10164816075724,425.12469252129546,424.34071322952025,422.3843147448331
0.4200000000000001,-0.0009045474655663984,0.00101412474290474,10.189871636805751,0.008190508803085805,0.0012235763452839166,0.0,-0.005140940613161358,0.013747284199269913,1.076971196628433,0.008463827546266855,-0.016362130177707185,0.0,514.7078226971569,513.2735166423824,515.3002863962814,514.2337778835556
0.48000000000000015,-0.0012388360466607995,0.0020439342451536936,10.261288644358388,0.009941828184612866,0.0005215578115880248,0.0,-0.005901756737633955,0.020734622996056447,1.3033640711174952,0.053632890566069145,-0.003710602857949375,0.0,475.9608111308371,476.92809612038747,474.7975150402448,478.25012508798704
0.5400000000000001,-0.0016039695826386186,0.00352932866061743,10.344645606754895,0.013794458576414037,6.283060183941815,0.0,-0.006227426964617903,0.029180780219002965,1.4749910709783054,0.0796967085045043,-0.0312179136179127,0.0,461.52438354091043,459.3484698666333,460.03100695750226,462.0927027275163
0.6000000000000002,-0.0019673268059832113,0.005633762038485321,10.439571433572668,0.018599139141173282,6.281873446349817,0.0,-0.00571044171629048,0.04153239104143327,1.688902972322555,0.08082945306924567,-0.0033668844988410003,0.0,472.48563155099544,474.62773845416456,473.9663511428784,474.0581109661614
0.6600000000000003,-0.0022813571332296933,0.008542646930472082,10.544627100657513,0.023519092088336357,6.281911038482253,0.0,-0.004749866602871638,0.05594229804358563,1.8127534119029867,0.08424033933382193,0.007609860728725701,0.0,446.66479105995535,447.5590077866724,447.2014884806181,447.48461538873823
0.7200000000000003,-0.0025406443859703385,0.012425855561150953,10.65726950734022,0.028483177267299986,6.282240656361518,0.0,-0.003935485591582127,0.07402538848936938,1.9417690423613108,0.07954161490646462,0.0008839909599312971,0.0,449.9023158033423,449.3573656731039,449.0852965595399,448.70952129403844
0.7800000000000004,-0.002757831091164633,0.017473269513436224,10.776744417519534,0.03325022165137259,6.282612769351882,0.0,-0.0033276016978833873,0.09470221197692955,2.0405409868582733,0.07926848022254354,0.015143595091230068,0.0,439.90813624323175,441.08718075154906,440.0817443835551,440.0642681993011
0.8400000000000004,-0.002948938547572453,0.02386985577225056,10.902447181569466,0.03773304701988778,5.6237555561722274e-05,0.0,-0.003124426366637076,0.11898964147923324,2.149334485335177,0.06355180908460831,-0.001027752718682817,0.0,445.01758197028084,443.6918730801986,443.98703148101504,442.70006890317416
0.9000000000000005,-0.0031381342987722182,0.031890731282248785,11.036663620993986,0.04182965044254949,0.0005075213922944855,0.0,-0.003208550773855706,0.14880816737527258,2.3241880527917136,0.07635598169845564,0.020689828921800914,0.0,464.5064922464055,466.2063292546162,463.27811621765716,464.2870014265543
0.9600000000000005,-0.0033489819785359116,0.04188650368158362,11.183443756557786,0.04670971955012693,0.001592238899125853,0.0,-0.0039635203658337816,0.1849466309740777,2.5679393167758486,0.08978344910720004,0.012265087981560136,0.0,486.4709317002702,485.8396157792257,484.3964397104644,485.40977968493667
1.0200000000000005,-0.0036256159059562527,0.054055928243638786,11.342323993736974,0.05244503680825474,0.0019827292148733022,0.0,-0.005323501377846804,0.22130113286859784,2.727666404853755,0.10520847642100024,-0.008652530616755243,0.0,462.86174751671444,461.21258809720393,461.18129179016915,462.40531401570536
1.0800000000000005,-0.003990035571240818,0.0685614160746485,11.511203572650015,0.05872713344326108,0.002519656022442085,0.0,-0.006838787287112344,0.26290219367126744,2.901183550433382,0.10366898863018838,0.031029800140752812,0.0,464.4612958117577,467.5630876635343,467.84519630362036,467.73428580874236
