time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.18808,414.94525,415.59995,415.36758,0
0.06,3.3847993357212145e-08,-3.2599569061680885e-08,0.0010058429215160955,6.283133460881238,6.28313123347988,0.0,3.5612699405880737e-06,-3.421866210498425e-06,0.03352733770920894,0.00018247526215107518,-0.00017514104313317964,0.5587584389523949,-0.002651022419756703,-0.002767664988446219,0.0,219.16792,217.34726,219.2707,218.86392,-14.999530624283974
