time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.56836,408.36475,409.0711,408.72446,0
0.06,2.766717537573213e-08,-4.366049578958027e-08,0.0004179375667017418,6.283109991222016,6.283140502820402,0.0,2.883093424886255e-06,-4.704073657309845e-06,0.013931018468232203,0.0001470640684271388,-0.00024365428482428766,0.23217452340233596,-0.003892239668483935,-0.0022838046263587075,0.0,205.33603,203.50554,205.21246,204.58577,-14.99980498365598
