time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.16565,448.18704,448.14108,448.12842,0
0.06,-4.284990675558381e-09,-2.492712861576915e-09,0.004078159134632016,6.2831821944112995,5.2768324101393205e-06,0.0,-4.266393287271323e-07,-2.499229617982023e-07,0.13593138662074877,-2.1285472965638974e-05,-1.2512439980922885e-05,2.265217744536333,-0.00015585041474572896,0.0002632801283378588,0.0,397.759,399.0512,398.37076,399.9979,-14.998096836116279
0.12000000000000001,-4.5738972914481274e-07,2.954440885605494e-07,0.011786099318060314,0.00039724123733897443,0.0003370981235972792,0.0,-3.086366128232987e-05,2.904897758639519e-05,0.12100183502290938,-0.0012644630384842856,0.0013853255947056094,-0.2487557143050705,0.017679094661749363,0.014399596293917185,0.0,448.28458,448.31207,448.2679,448.2392,-14.991645441714283
0.18,-1.312420467257907e-05,1.494242641334093e-05,0.023133872505079353,0.001450956844516682,0.0012078894045162158,0.0,-0.0004844928293841747,0.0005726966669203507,0.257235521652306,-0.011057297998683149,0.013312675440237488,2.2697118532053278,0.017326570517317726,0.014739401021975063,0.0,448.33905,448.36688,448.32706,448.28918,-14.983141862200359
0.23999999999999996,-7.202641158505929e-05,8.503449805765267e-05,0.042655398604635346,0.002481283009356794,0.0020991521695883364,0.0,-0.0015741908896829801,0.0018747722317662406,0.3934439387446394,-0.02173894201440648,0.025859784528261064,2.268678544279303,0.016861382673580526,0.015083341417053914,0.0,448.07642,448.10645,448.0719,448.02194,-14.968104526015338
0.3,-0.00021569743179861484,0.00025544990270703156,0.0703152212082146,0.0034807582894229583,0.0030115903320675486,0.0,-0.003312138423548238,0.003913398670994638,0.5284962448452809,-0.03261905438699313,0.03800571881658225,2.2488172297309137,0.0162478850508013,0.015454069471251388,0.0,447.72937,447.75946,447.7293,447.67313,-14.945869160813633
0.36000000000000004,-0.0004834000845414557,0.0005695665039190785,0.1060325815194031,0.004441921108032432,0.00394628047950718,0.0,-0.0057106541289292465,0.0066604545100726,0.6620133185296138,-0.043706260346873194,0.04964838354106129,2.2226605695289865,0.015558432729725387,0.015825209227889086,0.0,446.7983,446.83133,446.80325,446.7365,-14.916572498151886
0.4200000000000001,-0.0009149219041513872,0.0010686775921779509,0.1496558738705031,0.005359189035736733,0.004903945781773444,0.0,-0.008774582075761277,0.010074710426408118,0.7920139607483766,-0.05486450645223566,0.06057274579233953,2.1635545820818503,0.014740986317414839,0.01623145797408958,0.0,446.21194,446.25214,446.22723,446.14725,-14.880396843601897
0.48000000000000015,-0.0015506513598872833,0.0017918134824969525,0.20100521554228346,0.006224236649720716,0.00588774445295126,0.0,-0.012519762103631345,0.01412208893335207,0.9195353335044422,-0.06630176982084868,0.07090292674529594,2.1217487551608816,0.013762452196270397,0.016724970434734806,0.0,445.75067,445.7998,445.7757,445.68033,-14.837579585095455
0.5400000000000001,-0.0024319607423719395,0.0027757304960284927,0.2599413720882858,0.007026896618716805,0.006903350674449804,0.0,-0.016963349282460127,0.018760568474583236,1.0448953720946252,-0.0780470883359403,0.08049541112228377,2.08526213628666,0.012596791868841637,0.017327323270912576,0.0,445.1681,445.22803,445.20572,445.09265,-14.788326080448027
0.6000000000000002,-0.003601234683697424,0.004054306464943726,0.32632069775120953,0.007755413426675517,0.007957750348154491,0.0,-0.022121953238338342,0.023935979003621873,1.1676297243650169,-0.09009212238178234,0.08913865538650276,2.0410804518874586,0.011216392033198285,0.018060822324587167,0.0,443.89026,443.96762,443.94696,443.81158,-14.73283040509548
0.6600000000000003,-0.005101513549755509,0.005657464095526028,0.39991711050913004,0.008395883791763481,0.009060421368253913,0.0,-0.02800073412299583,0.029570329590937982,1.2854570517970774,-0.10224346695566613,0.09642325945426082,1.9590032518721754,0.009568096700162763,0.019004441298418173,0.0,442.6969,442.79694,442.77823,442.61618,-14.671330831665362
